4.87E+00,7.54E+00,7.31E+00,9.80E+00
7.15E+00,6.28E+00,1.21E+01,9.71E+00
5.84E+00,5.69E+00,9.60E+00,9.02E+00
5.33E+00,5.74E+00,9.51E+00,1.04E+01
6.70E+00,5.20E+00,9.70E+00,9.75E+00
4.88E+00,5.25E+00,9.69E+00,9.84E+00
7.23E+00,6.38E+00,9.54E+00,9.62E+00
6.68E+00,6.86E+00,1.04E+01,1.14E+01
6.33E+00,7.60E+00,1.10E+01,1.10E+01
6.32E+00,6.35E+00,9.45E+00,1.03E+01
5.37E+00,7.87E+00,9.76E+00,8.92E+00
6.07E+00,5.69E+00,1.10E+01,9.17E+00
5.35E+00,5.94E+00,1.11E+01,9.46E+00
5.27E+00,6.45E+00,1.10E+01,9.31E+00
7.46E+00,6.32E+00,8.55E+00,1.16E+01
7.93E+00,4.73E+00,9.31E+00,8.70E+00
6.55E+00,3.43E+00,1.01E+01,1.13E+01
5.56E+00,3.94E+00,9.63E+00,8.63E+00
5.32E+00,6.19E+00,9.99E+00,9.59E+00
4.73E+00,5.69E+00,9.08E+00,1.01E+01
4.90E+00,7.06E+00,9.75E+00,1.16E+01
6.65E+00,4.98E+00,1.02E+01,9.64E+00
5.37E+00,4.40E+00,9.35E+00,1.04E+01
6.17E+00,5.67E+00,9.63E+00,9.93E+00
5.36E+00,7.74E+00,9.88E+00,1.02E+01
8.82E+00,6.51E+00,1.00E+01,9.16E+00
6.23E+00,6.97E+00,1.01E+01,1.10E+01
5.59E+00,5.87E+00,7.56E+00,1.02E+01
6.46E+00,4.69E+00,1.17E+01,9.37E+00
6.72E+00,6.84E+00,1.15E+01,1.13E+01
6.42E+00,6.50E+00,9.43E+00,1.11E+01
7.95E+00,6.21E+00,9.23E+00,1.06E+01
5.63E+00,4.35E+00,1.07E+01,1.01E+01
4.64E+00,5.51E+00,1.15E+01,1.05E+01
4.46E+00,7.47E+00,8.31E+00,9.69E+00
6.56E+00,5.86E+00,1.01E+01,1.07E+01
5.41E+00,5.22E+00,1.10E+01,1.12E+01
7.38E+00,6.18E+00,9.66E+00,8.78E+00
5.10E+00,6.14E+00,9.66E+00,1.16E+01
5.71E+00,8.57E+00,1.20E+01,1.16E+01
4.42E+00,7.80E+00,1.02E+01,9.61E+00
7.36E+00,5.10E+00,1.01E+01,9.77E+00
6.59E+00,8.22E+00,8.96E+00,9.44E+00
6.51E+00,8.29E+00,8.79E+00,1.04E+01
7.00E+00,8.27E+00,1.08E+01,1.13E+01
6.91E+00,7.15E+00,8.86E+00,1.30E+01
7.28E+00,5.95E+00,9.20E+00,1.12E+01
7.11E+00,6.38E+00,1.04E+01,9.06E+00
4.43E+00,4.10E+00,1.05E+01,1.14E+01
3.61E+00,6.57E+00,9.12E+00,1.18E+01
6.44E+00,5.78E+00,9.77E+00,9.26E+00
8.67E+00,5.68E+00,1.01E+01,1.04E+01
6.63E+00,5.76E+00,1.05E+01,1.16E+01
8.28E+00,6.00E+00,1.08E+01,1.11E+01
6.58E+00,4.55E+00,9.42E+00,1.01E+01
6.33E+00,4.89E+00,1.04E+01,9.30E+00
5.65E+00,5.76E+00,1.15E+01,9.70E+00
5.33E+00,5.67E+00,9.38E+00,1.02E+01
6.61E+00,5.03E+00,9.73E+00,9.91E+00
4.03E+00,8.18E+00,8.90E+00,9.35E+00
6.73E+00,5.47E+00,9.09E+00,1.06E+01
5.29E+00,6.75E+00,8.86E+00,1.04E+01
5.66E+00,3.64E+00,1.08E+01,8.44E+00
5.42E+00,7.34E+00,1.07E+01,1.06E+01
6.22E+00,7.15E+00,8.71E+00,1.09E+01
5.93E+00,6.96E+00,1.02E+01,9.50E+00
5.66E+00,6.76E+00,9.97E+00,1.09E+01
8.24E+00,4.95E+00,1.04E+01,1.07E+01
5.98E+00,5.85E+00,1.10E+01,1.14E+01
5.90E+00,5.70E+00,1.20E+01,9.31E+00
6.42E+00,7.77E+00,1.05E+01,1.15E+01
4.58E+00,4.88E+00,8.50E+00,8.81E+00
4.25E+00,7.20E+00,1.17E+01,1.25E+01
5.06E+00,6.53E+00,8.04E+00,1.10E+01
5.21E+00,6.46E+00,8.72E+00,1.14E+01
5.69E+00,5.87E+00,1.23E+01,9.59E+00
5.67E+00,7.39E+00,9.74E+00,1.08E+01
5.50E+00,6.46E+00,9.41E+00,8.90E+00
5.46E+00,5.20E+00,1.01E+01,9.33E+00
5.53E+00,5.70E+00,8.83E+00,9.63E+00
6.49E+00,5.65E+00,9.85E+00,1.11E+01
6.62E+00,5.43E+00,9.48E+00,9.45E+00
5.85E+00,6.92E+00,8.18E+00,1.03E+01
5.38E+00,7.38E+00,9.68E+00,1.15E+01
6.37E+00,7.34E+00,9.59E+00,9.95E+00
6.13E+00,4.64E+00,8.23E+00,9.70E+00
6.06E+00,6.31E+00,1.18E+01,9.59E+00
6.92E+00,6.47E+00,9.76E+00,8.70E+00
6.64E+00,4.62E+00,9.80E+00,1.07E+01
6.65E+00,6.95E+00,9.42E+00,9.92E+00
6.85E+00,6.94E+00,1.01E+01,8.64E+00
5.93E+00,7.48E+00,9.31E+00,1.01E+01
5.70E+00,5.32E+00,1.15E+01,1.01E+01
6.11E+00,5.66E+00,1.10E+01,9.24E+00
4.82E+00,5.92E+00,1.08E+01,1.14E+01
6.76E+00,4.82E+00,1.21E+01,9.78E+00
7.11E+00,7.49E+00,1.05E+01,9.71E+00
3.44E+00,6.56E+00,1.07E+01,9.86E+00
6.81E+00,6.03E+00,1.18E+01,1.02E+01
6.73E+00,5.39E+00,1.03E+01,1.09E+01
