1.08E+01,9.76E+00,9.60E+00,4.78E+00,8.13E+00,6.35E+00
9.93E+00,1.05E+01,9.59E+00,7.07E+00,6.78E+00,6.95E+00
1.19E+01,9.90E+00,9.92E+00,7.29E+00,6.86E+00,7.51E+00
1.14E+01,1.08E+01,1.22E+01,6.11E+00,6.23E+00,7.24E+00
1.23E+01,1.25E+01,9.45E+00,7.25E+00,6.20E+00,5.73E+00
9.84E+00,9.50E+00,9.02E+00,6.33E+00,6.66E+00,8.18E+00
1.03E+01,1.11E+01,1.02E+01,7.82E+00,6.13E+00,6.88E+00
1.00E+01,8.27E+00,1.06E+01,7.34E+00,6.43E+00,6.56E+00
9.34E+00,9.53E+00,1.09E+01,6.73E+00,7.86E+00,7.63E+00
1.00E+01,8.18E+00,1.06E+01,5.64E+00,6.71E+00,7.46E+00
9.81E+00,1.03E+01,9.82E+00,4.65E+00,6.63E+00,8.46E+00
9.50E+00,1.04E+01,1.05E+01,6.31E+00,7.69E+00,7.03E+00
9.05E+00,9.71E+00,9.90E+00,7.41E+00,6.18E+00,7.23E+00
9.86E+00,9.19E+00,8.67E+00,7.00E+00,4.80E+00,7.80E+00
9.65E+00,1.06E+01,9.24E+00,7.70E+00,6.44E+00,7.67E+00
8.91E+00,1.06E+01,9.16E+00,7.04E+00,6.92E+00,7.75E+00
1.00E+01,1.20E+01,9.25E+00,4.14E+00,6.42E+00,6.74E+00
9.99E+00,9.44E+00,9.59E+00,5.44E+00,7.06E+00,1.03E+01
1.00E+01,8.70E+00,1.00E+01,7.18E+00,6.08E+00,7.53E+00
8.35E+00,1.04E+01,8.31E+00,7.68E+00,5.37E+00,6.31E+00
1.09E+01,9.64E+00,9.12E+00,7.23E+00,6.90E+00,5.70E+00
1.16E+01,1.06E+01,9.24E+00,6.45E+00,7.28E+00,7.70E+00
1.16E+01,1.05E+01,1.17E+01,7.60E+00,9.45E+00,6.04E+00
1.10E+01,1.11E+01,9.77E+00,7.66E+00,7.58E+00,6.20E+00
8.82E+00,9.54E+00,1.06E+01,7.60E+00,6.36E+00,7.68E+00
9.27E+00,9.84E+00,8.91E+00,7.60E+00,5.55E+00,6.58E+00
1.12E+01,7.89E+00,8.45E+00,6.71E+00,7.75E+00,8.50E+00
1.26E+01,1.02E+01,9.87E+00,4.88E+00,6.63E+00,7.25E+00
1.08E+01,9.92E+00,9.80E+00,7.34E+00,7.90E+00,8.12E+00
8.77E+00,1.24E+01,1.03E+01,5.69E+00,5.46E+00,8.50E+00
1.05E+01,1.07E+01,7.87E+00,6.58E+00,8.03E+00,7.88E+00
1.04E+01,8.35E+00,9.78E+00,8.29E+00,5.84E+00,6.44E+00
1.22E+01,1.07E+01,9.46E+00,6.56E+00,8.47E+00,8.21E+00
1.02E+01,9.47E+00,1.06E+01,6.85E+00,9.74E+00,6.72E+00
1.03E+01,1.12E+01,1.13E+01,7.40E+00,8.30E+00,6.16E+00
1.04E+01,1.10E+01,7.89E+00,5.54E+00,5.91E+00,6.70E+00
1.01E+01,8.12E+00,1.03E+01,6.13E+00,8.91E+00,8.13E+00
1.01E+01,1.00E+01,1.04E+01,6.80E+00,6.85E+00,7.45E+00
9.34E+00,1.07E+01,1.18E+01,8.84E+00,6.79E+00,7.82E+00
9.77E+00,9.89E+00,9.99E+00,7.34E+00,6.60E+00,5.16E+00
1.14E+01,7.79E+00,1.07E+01,7.04E+00,7.07E+00,5.93E+00
1.09E+01,1.01E+01,1.12E+01,7.38E+00,7.22E+00,8.19E+00
9.57E+00,9.39E+00,1.00E+01,9.87E+00,7.25E+00,6.60E+00
9.78E+00,9.89E+00,8.97E+00,5.03E+00,7.12E+00,8.74E+00
8.29E+00,1.07E+01,8.32E+00,6.68E+00,5.94E+00,7.78E+00
9.66E+00,1.06E+01,1.04E+01,8.17E+00,6.45E+00,5.77E+00
1.01E+01,1.13E+01,9.71E+00,6.63E+00,6.86E+00,6.95E+00
1.12E+01,1.15E+01,9.68E+00,7.19E+00,4.77E+00,6.88E+00
1.07E+01,9.03E+00,9.68E+00,8.19E+00,8.10E+00,6.13E+00
9.34E+00,1.04E+01,9.50E+00,8.16E+00,6.73E+00,6.22E+00
1.08E+01,1.20E+01,9.47E+00,8.39E+00,6.55E+00,7.33E+00
8.16E+00,1.03E+01,1.12E+01,7.08E+00,7.28E+00,6.74E+00
9.36E+00,8.71E+00,8.38E+00,7.20E+00,6.65E+00,5.13E+00
1.02E+01,1.08E+01,9.20E+00,8.09E+00,6.95E+00,5.03E+00
1.09E+01,1.01E+01,1.06E+01,7.48E+00,7.61E+00,9.82E+00
9.02E+00,1.04E+01,1.05E+01,6.83E+00,5.67E+00,6.83E+00
9.26E+00,9.54E+00,1.05E+01,1.02E+01,7.52E+00,7.76E+00
8.77E+00,7.50E+00,9.72E+00,7.04E+00,5.69E+00,5.79E+00
1.12E+01,9.03E+00,1.02E+01,7.46E+00,6.73E+00,6.49E+00
1.00E+01,1.01E+01,1.04E+01,7.26E+00,8.42E+00,9.38E+00
1.11E+01,9.18E+00,9.99E+00,5.61E+00,6.19E+00,6.03E+00
1.16E+01,1.06E+01,9.70E+00,7.17E+00,7.37E+00,8.91E+00
9.68E+00,9.67E+00,9.23E+00,5.01E+00,8.02E+00,5.57E+00
8.75E+00,9.72E+00,1.03E+01,7.34E+00,6.20E+00,6.42E+00
1.06E+01,9.80E+00,1.24E+01,6.69E+00,6.83E+00,4.98E+00
8.26E+00,8.30E+00,1.00E+01,4.79E+00,7.67E+00,6.88E+00
9.46E+00,1.01E+01,9.66E+00,7.23E+00,6.00E+00,6.73E+00
9.32E+00,8.74E+00,1.08E+01,8.15E+00,8.56E+00,5.69E+00
9.33E+00,1.02E+01,9.53E+00,6.54E+00,6.98E+00,7.37E+00
1.16E+01,1.09E+01,1.06E+01,8.46E+00,6.38E+00,6.34E+00
1.10E+01,1.12E+01,9.37E+00,6.26E+00,8.17E+00,7.17E+00
1.16E+01,1.03E+01,1.15E+01,7.19E+00,7.99E+00,7.00E+00
1.22E+01,9.77E+00,1.12E+01,6.08E+00,7.17E+00,7.22E+00
1.01E+01,1.03E+01,1.09E+01,7.13E+00,5.15E+00,9.24E+00
1.03E+01,8.20E+00,9.69E+00,5.91E+00,5.75E+00,5.59E+00
1.09E+01,1.06E+01,1.02E+01,7.28E+00,6.84E+00,7.61E+00
1.02E+01,1.09E+01,1.06E+01,7.63E+00,5.98E+00,5.65E+00
1.12E+01,9.85E+00,9.23E+00,6.58E+00,6.96E+00,5.75E+00
1.05E+01,9.42E+00,1.06E+01,7.62E+00,6.23E+00,7.82E+00
9.90E+00,9.97E+00,1.10E+01,6.61E+00,6.75E+00,6.52E+00
9.78E+00,1.13E+01,9.18E+00,5.94E+00,6.86E+00,8.36E+00
9.03E+00,9.78E+00,1.04E+01,7.23E+00,6.63E+00,6.43E+00
8.80E+00,1.03E+01,9.82E+00,7.43E+00,4.50E+00,6.46E+00
1.08E+01,9.43E+00,8.64E+00,7.21E+00,7.52E+00,6.96E+00
8.92E+00,1.07E+01,8.95E+00,5.56E+00,7.17E+00,7.78E+00
1.05E+01,9.68E+00,1.19E+01,7.79E+00,5.20E+00,7.39E+00
1.08E+01,9.60E+00,1.01E+01,7.86E+00,5.70E+00,7.06E+00
1.05E+01,9.74E+00,9.94E+00,6.51E+00,6.95E+00,8.38E+00
1.12E+01,1.04E+01,1.07E+01,9.34E+00,9.42E+00,6.80E+00
7.85E+00,1.02E+01,8.74E+00,7.54E+00,6.36E+00,7.27E+00
1.03E+01,9.70E+00,1.02E+01,7.90E+00,7.32E+00,9.13E+00
1.05E+01,9.35E+00,1.01E+01,7.40E+00,7.34E+00,8.24E+00
1.06E+01,9.40E+00,8.68E+00,7.93E+00,7.35E+00,7.00E+00
8.98E+00,1.05E+01,9.36E+00,7.54E+00,8.07E+00,7.68E+00
9.47E+00,1.09E+01,9.58E+00,7.59E+00,6.73E+00,7.61E+00
8.46E+00,1.02E+01,1.33E+01,6.53E+00,6.83E+00,6.91E+00
9.48E+00,7.81E+00,1.02E+01,5.94E+00,9.52E+00,8.12E+00
8.47E+00,9.43E+00,1.02E+01,7.85E+00,5.63E+00,6.17E+00
1.12E+01,1.14E+01,1.09E+01,8.60E+00,7.38E+00,6.81E+00
1.13E+01,9.93E+00,1.07E+01,8.55E+00,8.47E+00,5.33E+00
